ticket_id,client_id,category,priority,opened_at,resolved_at,resolution_h,satisfaction
TK000533,CLI00771,Problema no app,Baixa,2024-05-18 21:28:14,2024-05-26 01:28:14,172,1.0
TK000534,CLI01164,Problema no PIX,Alta,2024-03-28 23:36:12,2024-03-31 11:36:12,60,5.0
TK000535,CLI01164,Cobrança indevida,Crítica,2024-04-30 03:36:38,2024-05-04 23:36:38,116,2.0
TK000536,CLI00357,Outros,Alta,2023-08-01 02:13:16,2023-08-05 06:13:16,100,5.0
TK000537,CLI00357,Fraude,Baixa,2023-09-10 03:10:56,2023-09-13 10:10:56,79,
TK000538,CLI01055,Dúvida geral,Alta,2024-07-18 16:51:42,2024-07-27 01:51:42,201,4.0
TK000539,CLI01542,Cobrança indevida,Baixa,2023-05-03 20:01:43,2023-05-09 16:01:43,140,1.0
TK000540,CLI01542,Problema no PIX,Alta,2023-10-23 01:50:09,2023-10-27 23:50:09,118,4.0
TK000541,CLI02566,Problema no PIX,Alta,2023-08-27 21:09:12,2023-08-28 17:09:12,20,4.0
TK000542,CLI02566,Problema no PIX,Baixa,2024-10-19 09:00:44,2024-10-20 00:00:44,15,5.0
TK000543,CLI02566,Bloqueio de conta,Média,2024-12-21 20:19:36,2024-12-29 00:19:36,172,1.0
TK000544,CLI00191,Problema no PIX,Média,2023-12-22 05:36:43,2023-12-27 09:36:43,124,1.0
TK000545,CLI00191,Outros,Média,2023-08-23 15:58:42,2023-09-02 15:58:42,240,3.0
TK000546,CLI00191,Dúvida geral,Média,2024-03-28 01:57:39,2024-04-03 03:57:39,146,3.0
TK000547,CLI02354,Cobrança indevida,Alta,2023-06-25 22:51:18,2023-07-03 11:51:18,181,5.0
TK000548,CLI02354,Solicitação de crédito,Média,2024-06-15 03:44:12,2024-06-16 14:44:12,35,2.0
TK000549,CLI00984,Dúvida geral,Média,2023-06-01 01:44:53,2023-06-06 19:44:53,138,4.0
TK000550,CLI00721,Cobrança indevida,Média,2023-05-03 10:41:09,2023-05-11 06:41:09,188,1.0
TK000551,CLI00721,Problema no app,Baixa,2023-11-16 19:15:12,2023-11-18 16:15:12,45,3.0
TK000552,CLI00721,Bloqueio de conta,Alta,2023-04-21 15:56:37,2023-04-30 08:56:37,209,
TK000553,CLI02903,Problema no PIX,Baixa,2024-10-23 00:27:02,2024-10-27 13:27:02,109,5.0
TK000554,CLI02838,Problema no PIX,Baixa,2023-08-30 13:44:58,2023-09-06 18:44:58,173,1.0
TK000555,CLI01548,Bloqueio de conta,Média,2024-08-08 17:50:18,2024-08-13 22:50:18,125,
TK000556,CLI00562,Fraude,Média,2024-05-24 18:14:15,2024-05-25 03:14:15,9,1.0
TK000557,CLI00562,Problema no app,Média,2024-12-16 01:52:21,2024-12-16 04:52:21,3,3.0
TK000558,CLI00562,Outros,Média,2023-11-22 13:20:39,2023-11-23 02:20:39,13,
TK000559,CLI00562,Problema no PIX,Baixa,2024-02-14 11:44:42,2024-02-23 20:44:42,225,4.0
TK000560,CLI00003,Solicitação de crédito,Crítica,2023-08-13 14:38:40,2023-08-17 05:38:40,87,
TK000561,CLI00003,Bloqueio de conta,Baixa,2023-12-24 02:04:46,2023-12-25 11:04:46,33,1.0
TK000562,CLI00003,Fraude,Baixa,2024-10-14 20:49:53,2024-10-14 22:49:53,2,3.0
TK000563,CLI00003,Problema no PIX,Baixa,2024-04-04 10:30:23,2024-04-13 18:30:23,224,5.0
TK000564,CLI00279,Outros,Baixa,2024-05-01 03:54:20,2024-05-01 12:54:20,9,5.0
TK000565,CLI02592,Fraude,Média,2024-12-24 18:35:54,2024-12-29 07:35:54,109,2.0
TK000566,CLI02592,Fraude,Baixa,2023-03-18 06:42:35,2023-03-23 18:42:35,132,5.0
TK000567,CLI02592,Outros,Média,2024-11-13 00:38:58,2024-11-19 20:38:58,164,1.0
TK000568,CLI02592,Problema no app,Média,2023-08-09 01:37:04,2023-08-17 13:37:04,204,
TK000569,CLI00856,Fraude,Baixa,2024-06-01 03:33:27,2024-06-08 13:33:27,178,2.0
TK000570,CLI00856,Fraude,Média,2023-07-29 06:52:44,2023-08-04 13:52:44,151,2.0
TK000571,CLI00856,Outros,Alta,2023-03-05 22:32:26,2023-03-06 12:32:26,14,4.0
TK000572,CLI00563,Cobrança indevida,Alta,2024-01-17 08:50:27,2024-01-20 23:50:27,87,1.0
TK000573,CLI00563,Fraude,Média,2023-10-18 00:03:29,2023-10-19 09:03:29,33,2.0
TK000574,CLI00563,Cobrança indevida,Média,2024-06-24 00:45:57,2024-06-28 01:45:57,97,5.0
TK000575,CLI00786,Problema no app,Baixa,2024-05-08 12:51:46,2024-05-11 02:51:46,62,
TK000576,CLI00786,Problema no PIX,Média,2024-07-11 10:03:51,2024-07-12 11:03:51,25,2.0
TK000577,CLI00786,Bloqueio de conta,Baixa,2023-05-11 11:50:31,,81,5.0
TK000578,CLI00786,Problema no PIX,Baixa,2024-05-09 00:57:26,2024-05-18 13:57:26,229,3.0
TK000579,CLI02593,Solicitação de crédito,Baixa,2024-11-20 12:46:05,2024-11-29 20:46:05,224,3.0
TK000580,CLI01735,Outros,Baixa,2023-04-19 15:35:25,2023-04-21 19:35:25,52,5.0
TK000581,CLI01735,Dúvida geral,Média,2023-02-01 00:30:16,2023-02-10 04:30:16,220,1.0
TK000582,CLI01735,Problema no PIX,Baixa,2023-01-19 01:34:21,2023-01-23 14:34:21,109,5.0
TK000583,CLI02188,Dúvida geral,Baixa,2024-12-19 13:50:32,2024-12-25 05:50:32,136,2.0
TK000584,CLI02188,Dúvida geral,Média,2023-07-23 05:47:44,,122,
TK000585,CLI02188,Dúvida geral,Baixa,2024-09-19 12:47:48,2024-09-20 16:47:48,28,3.0
TK000586,CLI00733,Fraude,Média,2023-08-19 02:39:57,2023-08-20 20:39:57,42,5.0
TK000587,CLI00733,Solicitação de crédito,Baixa,2023-12-07 13:54:51,,228,1.0
TK000588,CLI00733,Outros,Baixa,2024-02-10 12:52:40,2024-02-11 14:52:40,26,2.0
TK000589,CLI00733,Problema no PIX,Baixa,2023-07-24 10:03:41,,39,1.0
TK000590,CLI01807,Problema no PIX,Baixa,2023-05-10 05:22:38,2023-05-17 22:22:38,185,2.0
TK000591,CLI01807,Outros,Média,2024-05-04 23:02:53,2024-05-12 15:02:53,184,1.0
TK000592,CLI01706,Problema no PIX,Alta,2023-07-25 01:41:54,2023-07-31 02:41:54,145,
TK000593,CLI01706,Fraude,Baixa,2023-02-22 03:31:21,2023-02-23 21:31:21,42,4.0
TK000594,CLI01706,Problema no PIX,Média,2023-06-22 10:21:35,2023-06-30 10:21:35,192,5.0
TK000595,CLI01706,Fraude,Média,2023-04-18 14:49:36,2023-04-25 16:49:36,170,2.0
TK000596,CLI00416,Fraude,Média,2024-10-16 21:17:44,2024-10-18 13:17:44,40,5.0
TK000597,CLI00416,Bloqueio de conta,Média,2024-01-21 01:52:59,2024-01-28 00:52:59,167,5.0
TK000598,CLI00416,Cobrança indevida,Baixa,2023-02-05 17:24:59,2023-02-11 18:24:59,145,
TK000599,CLI02410,Outros,Alta,2024-09-15 03:09:42,2024-09-19 20:09:42,113,5.0
TK000600,CLI01352,Solicitação de crédito,Baixa,2023-01-16 02:19:12,,49,1.0
TK000601,CLI01352,Outros,Crítica,2023-07-06 21:26:04,2023-07-09 02:26:04,53,4.0
TK000602,CLI01352,Fraude,Média,2023-05-27 07:16:40,2023-05-29 13:16:40,54,1.0
TK000603,CLI01352,Problema no PIX,Baixa,2024-10-26 21:34:30,2024-10-31 06:34:30,105,5.0
TK000604,CLI02135,Bloqueio de conta,Média,2024-06-16 23:47:08,2024-06-21 19:47:08,116,4.0
TK000605,CLI02135,Fraude,Baixa,2024-08-21 23:20:03,2024-08-27 07:20:03,128,1.0
TK000606,CLI02135,Problema no PIX,Baixa,2023-10-12 13:00:40,2023-10-18 10:00:40,141,2.0
TK000607,CLI00527,Problema no app,Baixa,2023-03-19 04:30:18,2023-03-27 18:30:18,206,
TK000608,CLI00527,Outros,Média,2024-01-15 06:38:16,2024-01-17 03:38:16,45,1.0
TK000609,CLI01565,Problema no app,Média,2023-05-28 11:36:36,,87,3.0
TK000610,CLI01230,Problema no app,Média,2024-06-24 07:22:18,2024-06-27 10:22:18,75,
TK000611,CLI01230,Cobrança indevida,Baixa,2024-10-18 09:47:38,2024-10-20 04:47:38,43,4.0
TK000612,CLI01230,Bloqueio de conta,Média,2023-05-20 07:39:37,2023-05-26 19:39:37,156,5.0
TK000613,CLI00457,Cobrança indevida,Média,2024-10-30 04:22:18,2024-10-31 11:22:18,31,3.0
TK000614,CLI02913,Fraude,Média,2024-08-15 07:39:27,2024-08-22 23:39:27,184,
TK000615,CLI02913,Bloqueio de conta,Crítica,2024-03-18 12:06:16,2024-03-20 03:06:16,39,2.0
TK000616,CLI02913,Solicitação de crédito,Média,2024-03-09 07:44:26,2024-03-10 23:44:26,40,
TK000617,CLI00126,Outros,Média,2023-11-01 22:35:38,2023-11-03 23:35:38,49,3.0
TK000618,CLI00126,Dúvida geral,Baixa,2023-07-26 21:20:09,2023-07-30 18:20:09,93,
TK000619,CLI02236,Problema no PIX,Baixa,2024-04-02 10:54:22,2024-04-04 11:54:22,49,3.0
TK000620,CLI00537,Solicitação de crédito,Baixa,2024-06-21 01:42:35,2024-06-24 07:42:35,78,5.0
TK000621,CLI00537,Fraude,Média,2024-05-17 03:46:57,,42,
TK000622,CLI00537,Problema no app,Média,2023-09-18 03:16:47,2023-09-19 04:16:47,25,2.0
TK000623,CLI00537,Bloqueio de conta,Média,2023-01-13 12:24:16,2023-01-17 19:24:16,103,2.0
TK000624,CLI00181,Problema no PIX,Baixa,2023-01-05 22:25:21,2023-01-14 05:25:21,199,4.0
TK000625,CLI01544,Fraude,Baixa,2024-02-13 23:24:34,2024-02-16 18:24:34,67,5.0
TK000626,CLI01544,Problema no app,Crítica,2024-08-21 13:51:18,2024-08-27 18:51:18,149,
TK000627,CLI01544,Outros,Baixa,2024-06-17 05:17:36,2024-06-20 05:17:36,72,2.0
TK000628,CLI01544,Solicitação de crédito,Baixa,2024-12-03 05:09:36,,216,
TK000629,CLI00774,Dúvida geral,Baixa,2023-09-21 02:52:21,2023-09-25 09:52:21,103,1.0
TK000630,CLI00588,Fraude,Média,2024-03-09 06:55:12,2024-03-12 17:55:12,83,
TK000631,CLI00644,Cobrança indevida,Alta,2023-07-30 03:56:05,2023-07-31 21:56:05,42,3.0
TK000632,CLI02621,Outros,Baixa,2024-02-10 11:37:29,2024-02-16 04:37:29,137,
TK000633,CLI02621,Cobrança indevida,Média,2023-11-07 06:14:30,2023-11-12 04:14:30,118,2.0
TK000634,CLI02621,Problema no app,Baixa,2024-09-23 02:27:41,2024-10-02 09:27:41,223,2.0
TK000635,CLI02621,Problema no app,Alta,2023-12-17 06:16:35,2023-12-22 17:16:35,131,1.0
TK000636,CLI02337,Dúvida geral,Baixa,2023-10-13 07:33:18,2023-10-19 17:33:18,154,4.0
TK000637,CLI02337,Outros,Média,2024-01-18 10:17:21,2024-01-22 04:17:21,90,4.0
TK000638,CLI02337,Cobrança indevida,Média,2024-12-29 04:33:08,,2,5.0
TK000639,CLI02337,Problema no app,Alta,2023-02-26 10:30:45,2023-03-07 05:30:45,211,
TK000640,CLI01733,Fraude,Média,2023-12-31 06:21:44,2024-01-04 00:21:44,90,3.0
TK000641,CLI01733,Solicitação de crédito,Média,2024-06-05 14:43:57,2024-06-06 22:43:57,32,1.0
TK000642,CLI01733,Solicitação de crédito,Crítica,2024-03-01 22:26:45,2024-03-02 02:26:45,4,5.0
TK000643,CLI01733,Problema no PIX,Crítica,2024-07-13 21:37:42,2024-07-14 20:37:42,23,4.0
TK000644,CLI00872,Bloqueio de conta,Baixa,2024-10-03 17:40:17,2024-10-04 02:40:17,9,
TK000645,CLI00872,Fraude,Baixa,2023-06-01 08:15:42,2023-06-04 09:15:42,73,5.0
TK000646,CLI00872,Cobrança indevida,Baixa,2024-01-25 05:45:11,2024-01-31 05:45:11,144,4.0
TK000647,CLI02088,Problema no app,Crítica,2024-11-06 06:54:19,2024-11-08 07:54:19,49,2.0
TK000648,CLI02088,Solicitação de crédito,Média,2023-11-08 22:43:19,2023-11-09 19:43:19,21,3.0
TK000649,CLI02088,Problema no PIX,Baixa,2024-03-30 10:16:24,2024-04-05 08:16:24,142,1.0
TK000650,CLI02563,Problema no app,Baixa,2023-07-15 23:29:39,2023-07-22 12:29:39,157,1.0
TK000651,CLI02563,Bloqueio de conta,Baixa,2023-01-07 06:16:53,,185,2.0
TK000652,CLI02563,Cobrança indevida,Alta,2023-09-19 06:10:28,2023-09-28 06:10:28,216,2.0
TK000653,CLI02563,Problema no PIX,Média,2024-12-25 22:54:07,2024-12-30 21:54:07,119,
TK000654,CLI02813,Fraude,Média,2024-07-20 14:18:50,2024-07-22 00:18:50,34,2.0
TK000655,CLI02813,Dúvida geral,Baixa,2023-06-06 02:06:22,2023-06-08 15:06:22,61,5.0
TK000656,CLI00376,Dúvida geral,Média,2023-12-16 12:49:10,2023-12-21 21:49:10,129,2.0
TK000657,CLI00387,Fraude,Alta,2023-01-06 18:27:42,2023-01-13 22:27:42,172,
TK000658,CLI01531,Cobrança indevida,Média,2024-11-08 13:51:47,2024-11-11 16:51:47,75,2.0
TK000659,CLI01531,Dúvida geral,Média,2024-08-02 17:01:50,2024-08-05 15:01:50,70,4.0
TK000660,CLI01531,Problema no app,Média,2024-01-31 07:08:52,2024-02-01 01:08:52,18,3.0
TK000661,CLI01531,Problema no app,Baixa,2023-12-27 17:46:41,2023-12-29 02:46:41,33,
TK000662,CLI02866,Problema no PIX,Alta,2023-03-12 06:02:49,2023-03-16 18:02:49,108,1.0
TK000663,CLI02866,Problema no PIX,Alta,2023-11-27 05:08:06,,205,3.0
TK000664,CLI01074,Solicitação de crédito,Baixa,2024-05-24 16:46:06,,146,2.0
TK000665,CLI01074,Problema no app,Baixa,2024-11-21 00:15:32,2024-11-28 22:15:32,190,1.0
TK000666,CLI02800,Dúvida geral,Baixa,2023-03-02 08:55:34,2023-03-09 12:55:34,172,5.0
TK000667,CLI02800,Fraude,Baixa,2024-12-05 10:45:53,,163,3.0
TK000668,CLI01449,Outros,Média,2024-04-09 14:43:48,2024-04-13 12:43:48,94,4.0
TK000669,CLI01449,Problema no PIX,Alta,2024-11-19 15:18:25,,25,4.0
TK000670,CLI01449,Dúvida geral,Alta,2023-01-22 13:32:47,,24,
TK000671,CLI00152,Cobrança indevida,Baixa,2023-10-20 00:16:42,2023-10-22 03:16:42,51,
TK000672,CLI00934,Solicitação de crédito,Baixa,2024-09-17 04:22:54,2024-09-21 22:22:54,114,4.0
TK000673,CLI00934,Problema no app,Crítica,2024-11-01 06:46:13,2024-11-04 00:46:13,66,4.0
TK000674,CLI01039,Solicitação de crédito,Baixa,2023-05-09 20:04:35,2023-05-13 09:04:35,85,2.0
TK000675,CLI01039,Fraude,Baixa,2023-01-16 14:15:56,2023-01-17 12:15:56,22,1.0
TK000676,CLI01039,Problema no app,Média,2024-10-30 21:25:49,2024-11-08 07:25:49,202,3.0
TK000677,CLI01039,Fraude,Alta,2024-11-27 14:20:29,2024-12-06 16:20:29,218,
TK000678,CLI00424,Bloqueio de conta,Alta,2024-07-04 18:43:14,,89,5.0
TK000679,CLI00424,Problema no app,Baixa,2024-02-03 02:08:21,2024-02-06 08:08:21,78,2.0
TK000680,CLI01741,Problema no PIX,Baixa,2024-12-18 00:12:18,2024-12-18 02:12:18,2,4.0
TK000681,CLI02154,Bloqueio de conta,Média,2023-06-17 17:30:18,2023-06-19 19:30:18,50,1.0
TK000682,CLI02154,Solicitação de crédito,Média,2023-10-31 06:20:29,2023-11-02 05:20:29,47,2.0
TK000683,CLI02154,Outros,Média,2023-12-03 12:02:32,2023-12-09 04:02:32,136,2.0
TK000684,CLI00475,Solicitação de crédito,Baixa,2023-01-11 20:33:56,2023-01-19 09:33:56,181,3.0
TK000685,CLI01211,Problema no PIX,Alta,2024-05-25 10:07:40,2024-05-26 15:07:40,29,2.0
TK000686,CLI01211,Fraude,Alta,2023-01-19 14:11:27,2023-01-22 21:11:27,79,2.0
TK000687,CLI01211,Problema no PIX,Crítica,2023-01-27 15:51:23,,113,4.0
TK000688,CLI00341,Solicitação de crédito,Alta,2024-11-02 18:58:29,2024-11-06 12:58:29,90,5.0
TK000689,CLI01671,Outros,Baixa,2024-03-12 01:09:23,2024-03-21 07:09:23,222,4.0
TK000690,CLI01671,Solicitação de crédito,Média,2024-10-21 20:40:56,2024-10-24 04:40:56,56,4.0
TK000691,CLI01671,Outros,Média,2024-03-30 13:18:47,2024-04-07 17:18:47,196,4.0
TK000692,CLI02308,Problema no PIX,Baixa,2023-07-17 01:15:51,2023-07-18 03:15:51,26,5.0
TK000693,CLI02308,Outros,Média,2024-08-26 23:48:41,2024-09-05 04:48:41,221,2.0
TK000694,CLI02206,Problema no app,Baixa,2023-12-20 09:52:48,2023-12-27 04:52:48,163,4.0
TK000695,CLI02206,Fraude,Média,2024-07-01 06:33:59,2024-07-05 06:33:59,96,1.0
TK000696,CLI02206,Bloqueio de conta,Média,2023-07-11 07:56:12,2023-07-13 02:56:12,43,5.0
TK000697,CLI01378,Problema no PIX,Alta,2024-03-13 22:13:17,,171,1.0
TK000698,CLI01378,Outros,Média,2023-03-24 20:35:09,2023-03-28 21:35:09,97,
TK000699,CLI01378,Solicitação de crédito,Alta,2023-12-12 15:46:41,2023-12-18 06:46:41,135,4.0
TK000700,CLI00143,Outros,Alta,2023-02-20 13:37:34,2023-02-22 00:37:34,35,4.0
TK000701,CLI00143,Dúvida geral,Baixa,2024-06-15 13:06:19,2024-06-17 11:06:19,46,3.0
TK000702,CLI00143,Problema no app,Baixa,2024-04-29 03:48:44,2024-05-07 16:48:44,205,1.0
TK000703,CLI01160,Outros,Média,2023-11-11 16:58:11,2023-11-17 16:58:11,144,
TK000704,CLI01460,Bloqueio de conta,Baixa,2024-07-01 17:57:02,2024-07-07 06:57:02,133,5.0
TK000705,CLI01460,Fraude,Baixa,2023-11-29 22:10:06,2023-12-06 07:10:06,153,3.0
TK000706,CLI00100,Solicitação de crédito,Média,2023-04-18 07:29:11,2023-04-19 14:29:11,31,
TK000707,CLI00100,Fraude,Alta,2023-04-19 13:07:04,2023-04-24 01:07:04,108,
TK000708,CLI00100,Outros,Média,2024-11-08 21:20:07,2024-11-17 21:20:07,216,2.0
TK000709,CLI00427,Cobrança indevida,Média,2024-04-21 05:22:57,2024-04-22 18:22:57,37,2.0
TK000710,CLI00427,Fraude,Baixa,2024-11-03 16:06:13,,152,1.0
TK000711,CLI01484,Fraude,Baixa,2023-01-19 13:24:49,2023-01-28 03:24:49,206,
TK000712,CLI01484,Problema no app,Média,2024-02-16 17:12:12,2024-02-24 02:12:12,177,3.0
TK000713,CLI01814,Solicitação de crédito,Baixa,2024-01-29 18:02:37,2024-02-01 23:02:37,77,2.0
TK000714,CLI01814,Solicitação de crédito,Baixa,2024-02-13 00:58:59,2024-02-14 01:58:59,25,1.0
TK000715,CLI01814,Fraude,Baixa,2024-03-02 19:19:09,2024-03-07 04:19:09,105,4.0
TK000716,CLI02716,Cobrança indevida,Baixa,2023-04-08 03:13:34,2023-04-14 19:13:34,160,5.0
TK000717,CLI02716,Bloqueio de conta,Baixa,2024-11-14 07:42:15,2024-11-16 09:42:15,50,2.0
TK000718,CLI02716,Bloqueio de conta,Baixa,2023-06-23 09:09:35,2023-07-01 23:09:35,206,
TK000719,CLI00735,Cobrança indevida,Baixa,2023-08-04 10:47:09,2023-08-10 03:47:09,137,2.0
TK000720,CLI00735,Cobrança indevida,Baixa,2023-10-23 07:37:21,2023-10-28 12:37:21,125,
TK000721,CLI00803,Fraude,Média,2023-02-07 03:28:50,2023-02-13 01:28:50,142,5.0
TK000722,CLI00803,Cobrança indevida,Alta,2023-02-20 14:42:41,2023-02-25 08:42:41,114,5.0
TK000723,CLI02461,Fraude,Baixa,2023-10-09 13:29:30,2023-10-11 19:29:30,54,4.0
TK000724,CLI02461,Cobrança indevida,Média,2023-10-18 15:31:30,2023-10-21 17:31:30,74,3.0
TK000725,CLI02461,Cobrança indevida,Alta,2023-06-14 05:34:35,,92,1.0
TK000726,CLI02461,Problema no app,Média,2024-06-11 17:43:51,2024-06-13 17:43:51,48,
TK000727,CLI02824,Outros,Crítica,2023-02-20 18:44:00,2023-02-24 22:44:00,100,3.0
TK000728,CLI02824,Dúvida geral,Alta,2023-11-22 23:39:39,2023-11-23 12:39:39,13,1.0
TK000729,CLI02824,Bloqueio de conta,Média,2023-03-19 11:28:10,2023-03-20 03:28:10,16,
TK000730,CLI02962,Problema no PIX,Média,2024-01-24 20:50:03,2024-01-28 01:50:03,77,5.0
TK000731,CLI02962,Fraude,Baixa,2023-01-14 00:52:24,2023-01-18 11:52:24,107,3.0
TK000732,CLI02962,Fraude,Média,2023-10-16 10:24:21,2023-10-21 13:24:21,123,1.0
TK000733,CLI00808,Fraude,Baixa,2023-04-15 18:33:49,2023-04-25 10:33:49,232,1.0
TK000734,CLI00808,Problema no app,Baixa,2024-09-23 18:47:03,,202,3.0
TK000735,CLI02269,Cobrança indevida,Média,2023-04-27 16:48:33,2023-05-01 05:48:33,85,3.0
TK000736,CLI02269,Outros,Média,2024-07-06 07:14:35,2024-07-09 13:14:35,78,2.0
TK000737,CLI02269,Bloqueio de conta,Baixa,2023-02-27 11:08:34,2023-03-02 05:08:34,66,4.0
TK000738,CLI00753,Fraude,Alta,2023-06-15 20:03:06,2023-06-24 14:03:06,210,
TK000739,CLI00753,Outros,Alta,2023-02-24 08:07:56,2023-03-05 16:07:56,224,4.0
TK000740,CLI00455,Bloqueio de conta,Média,2023-01-01 10:40:29,2023-01-08 12:40:29,170,
TK000741,CLI00455,Problema no PIX,Alta,2024-05-17 06:21:57,2024-05-24 12:21:57,174,1.0
TK000742,CLI00455,Solicitação de crédito,Baixa,2024-06-04 15:08:30,2024-06-10 16:08:30,145,5.0
TK000743,CLI00833,Bloqueio de conta,Baixa,2023-01-09 17:52:23,,170,
TK000744,CLI00833,Dúvida geral,Média,2024-12-03 03:54:48,2024-12-12 22:54:48,235,1.0
TK000745,CLI00833,Outros,Baixa,2023-11-21 13:00:08,2023-12-01 04:00:08,231,1.0
TK000746,CLI00833,Problema no app,Alta,2024-08-31 02:26:42,2024-09-06 18:26:42,160,5.0
TK000747,CLI00037,Bloqueio de conta,Baixa,2023-09-24 23:16:11,2023-09-29 00:16:11,97,3.0
TK000748,CLI00037,Dúvida geral,Média,2023-12-13 20:43:54,2023-12-15 15:43:54,43,2.0
TK000749,CLI01745,Fraude,Média,2024-01-19 11:57:21,2024-01-27 10:57:21,191,1.0
TK000750,CLI01745,Bloqueio de conta,Baixa,2024-12-05 19:40:58,2024-12-15 01:40:58,222,4.0
TK000751,CLI01745,Outros,Média,2024-06-16 07:41:27,2024-06-18 13:41:27,54,
TK000752,CLI01828,Solicitação de crédito,Média,2023-02-20 14:56:31,2023-02-25 09:56:31,115,4.0
TK000753,CLI01828,Solicitação de crédito,Alta,2024-03-22 07:30:27,2024-03-30 12:30:27,197,5.0
TK000754,CLI01828,Fraude,Baixa,2024-02-26 12:38:47,2024-03-07 06:38:47,234,2.0
TK000755,CLI01828,Dúvida geral,Baixa,2023-11-11 06:23:08,,190,1.0
TK000756,CLI01071,Fraude,Crítica,2024-03-12 10:23:57,2024-03-16 15:23:57,101,2.0
TK000757,CLI00306,Dúvida geral,Média,2024-01-19 01:26:33,2024-01-19 20:26:33,19,3.0
TK000758,CLI00306,Solicitação de crédito,Média,2024-12-05 10:10:07,2024-12-06 05:10:07,19,3.0
TK000759,CLI00306,Cobrança indevida,Média,2023-11-26 17:21:10,,103,2.0
TK000760,CLI00306,Dúvida geral,Média,2023-12-18 08:55:20,2023-12-25 13:55:20,173,5.0
TK000761,CLI02120,Fraude,Alta,2024-08-06 02:57:13,,216,2.0
TK000762,CLI02120,Dúvida geral,Baixa,2024-08-06 12:48:26,,4,5.0
TK000763,CLI02120,Cobrança indevida,Baixa,2023-08-13 03:49:21,,205,5.0
TK000764,CLI02120,Problema no PIX,Baixa,2023-01-09 01:39:25,2023-01-15 02:39:25,145,
TK000765,CLI01145,Problema no app,Média,2024-09-19 05:58:17,2024-09-19 23:58:17,18,4.0
TK000766,CLI01145,Fraude,Média,2023-10-28 22:25:19,,50,1.0
TK000767,CLI01145,Problema no PIX,Alta,2024-04-23 21:31:15,2024-04-26 15:31:15,66,
TK000768,CLI00747,Cobrança indevida,Média,2023-07-20 20:28:40,,1,3.0
TK000769,CLI00747,Bloqueio de conta,Média,2023-02-17 22:16:44,2023-02-26 20:16:44,214,5.0
TK000770,CLI01692,Solicitação de crédito,Alta,2024-11-03 06:21:43,2024-11-11 19:21:43,205,
TK000771,CLI01692,Cobrança indevida,Baixa,2024-02-14 17:40:58,2024-02-21 18:40:58,169,5.0
TK000772,CLI02075,Solicitação de crédito,Baixa,2023-05-24 04:33:19,2023-06-02 23:33:19,235,3.0
TK000773,CLI02075,Bloqueio de conta,Alta,2023-09-17 17:09:53,2023-09-18 03:09:53,10,5.0
TK000774,CLI02075,Dúvida geral,Baixa,2023-01-21 11:56:35,2023-01-26 17:56:35,126,1.0
TK000775,CLI02075,Problema no app,Alta,2023-05-10 06:02:25,2023-05-13 23:02:25,89,5.0
TK000776,CLI01633,Problema no app,Alta,2023-01-09 14:09:49,2023-01-11 04:09:49,38,3.0
TK000777,CLI01633,Cobrança indevida,Média,2024-08-20 18:08:51,2024-08-21 16:08:51,22,5.0
TK000778,CLI02894,Dúvida geral,Média,2024-10-06 02:46:42,2024-10-09 10:46:42,80,5.0
TK000779,CLI02571,Fraude,Média,2024-10-02 11:34:51,2024-10-08 19:34:51,152,
TK000780,CLI01239,Fraude,Baixa,2024-03-29 22:52:16,,33,1.0
TK000781,CLI01239,Solicitação de crédito,Alta,2024-06-08 11:54:51,2024-06-13 21:54:51,130,5.0
TK000782,CLI01239,Cobrança indevida,Baixa,2023-12-01 21:28:14,2023-12-07 12:28:14,135,3.0
TK000783,CLI01239,Problema no PIX,Baixa,2023-07-01 18:51:28,2023-07-08 05:51:28,155,5.0
TK000784,CLI00620,Cobrança indevida,Baixa,2023-05-29 11:18:02,2023-06-04 20:18:02,153,3.0
TK000785,CLI02231,Bloqueio de conta,Média,2024-01-03 03:36:13,2024-01-03 17:36:13,14,3.0
TK000786,CLI02231,Cobrança indevida,Baixa,2023-08-26 08:05:59,2023-08-29 00:05:59,64,2.0
TK000787,CLI00581,Solicitação de crédito,Baixa,2023-12-20 14:51:15,2023-12-28 03:51:15,181,5.0
TK000788,CLI01082,Problema no app,Baixa,2024-05-25 21:56:25,2024-06-01 13:56:25,160,
TK000789,CLI01082,Dúvida geral,Baixa,2023-03-28 10:55:43,2023-04-03 14:55:43,148,1.0
TK000790,CLI02147,Outros,Baixa,2023-10-05 08:25:30,2023-10-07 15:25:30,55,2.0
TK000791,CLI02147,Solicitação de crédito,Alta,2023-06-29 07:42:41,2023-07-08 18:42:41,227,3.0
TK000792,CLI02147,Problema no PIX,Crítica,2023-09-11 07:24:31,2023-09-12 17:24:31,34,
TK000793,CLI02147,Outros,Crítica,2023-04-10 19:20:57,2023-04-14 05:20:57,82,1.0
TK000794,CLI00072,Problema no PIX,Alta,2023-05-03 09:19:48,2023-05-11 23:19:48,206,1.0
TK000795,CLI00072,Cobrança indevida,Baixa,2023-07-23 13:54:35,2023-07-30 01:54:35,156,2.0
TK000796,CLI00072,Fraude,Baixa,2023-09-15 18:20:38,2023-09-18 00:20:38,54,
TK000797,CLI01062,Solicitação de crédito,Média,2024-12-11 16:06:31,2024-12-14 05:06:31,61,5.0
