account_id,client_id,type,balance_brl,opened_at,status
ACC001977,CLI01443,Corrente,560.26,2023-09-07 15:11:44,Ativa
ACC001978,CLI01444,Corrente,25513.01,2023-08-06 07:51:15,Ativa
ACC001979,CLI01445,Corrente,455.64,2024-08-15 14:43:25,Ativa
ACC001980,CLI01446,Corrente,1343.7,2023-05-06 00:43:55,Ativa
ACC001981,CLI01446,Poupança,759.67,2023-05-06 00:43:55,Ativa
ACC001982,CLI01447,Corrente,3068.62,2023-06-04 03:10:32,Ativa
ACC001983,CLI01448,Corrente,830.68,2023-03-03 11:28:42,Encerrada
ACC001984,CLI01449,Corrente,182.37,2024-02-03 16:30:05,Ativa
ACC001985,CLI01450,Corrente,429.1,2024-11-23 08:54:37,Ativa
ACC001986,CLI01450,Poupança,1465.66,2024-11-23 08:54:37,Ativa
ACC001987,CLI01451,Corrente,18389.74,2023-08-17 08:51:53,Encerrada
ACC001988,CLI01452,Corrente,4171.48,2024-02-19 21:52:15,Ativa
ACC001989,CLI01453,Corrente,1401.15,2024-11-25 14:19:50,Ativa
ACC001990,CLI01453,Poupança,2441.86,2024-11-25 14:19:50,Ativa
ACC001991,CLI01454,Corrente,4090.18,2024-10-06 11:36:45,Ativa
ACC001992,CLI01455,Corrente,450.55,2024-06-13 08:40:20,Ativa
ACC001993,CLI01456,Corrente,1673.58,2023-04-03 10:13:36,Ativa
ACC001994,CLI01457,Corrente,33.27,2023-10-20 03:19:33,Encerrada
ACC001995,CLI01458,Corrente,3160.34,2024-02-23 17:04:38,Ativa
ACC001996,CLI01459,Corrente,7774.36,2024-03-17 01:48:31,Ativa
ACC001997,CLI01459,Poupança,1212.93,2024-03-17 01:48:31,Ativa
ACC001998,CLI01460,Corrente,569.52,2023-08-13 07:41:54,Ativa
ACC001999,CLI01460,Poupança,2559.07,2023-08-13 07:41:54,Ativa
ACC002000,CLI01461,Corrente,8756.89,2024-07-12 14:39:12,Ativa
ACC002001,CLI01461,Poupança,1303.15,2024-07-12 14:39:12,Ativa
ACC002002,CLI01462,Corrente,660.3,2023-02-21 06:39:03,Encerrada
ACC002003,CLI01462,Poupança,7839.13,2023-02-21 06:39:03,Encerrada
ACC002004,CLI01463,Corrente,1948.11,2024-02-27 12:18:55,Ativa
ACC002005,CLI01464,Corrente,5165.8,2024-04-21 22:14:27,Ativa
ACC002006,CLI01464,Poupança,1521.36,2024-04-21 22:14:27,Ativa
ACC002007,CLI01464,Investimento,13242.61,2024-04-21 22:14:27,Ativa
ACC002008,CLI01465,Corrente,17887.36,2023-12-06 00:17:21,Ativa
ACC002009,CLI01466,Corrente,4011.43,2024-02-12 07:16:40,Ativa
ACC002010,CLI01467,Corrente,310.65,2023-09-15 18:38:03,Ativa
ACC002011,CLI01468,Corrente,189.45,2023-05-22 19:05:28,Ativa
ACC002012,CLI01469,Corrente,9510.85,2023-04-14 09:07:29,Ativa
ACC002013,CLI01469,Poupança,2425.21,2023-04-14 09:07:29,Ativa
ACC002014,CLI01469,Investimento,12870.14,2023-04-14 09:07:29,Ativa
ACC002015,CLI01470,Corrente,362.7,2023-07-22 12:19:47,Ativa
ACC002016,CLI01471,Corrente,1490.07,2023-05-14 11:39:00,Ativa
ACC002017,CLI01472,Corrente,6216.91,2024-07-05 22:49:44,Ativa
ACC002018,CLI01473,Corrente,753.14,2024-01-14 20:39:41,Ativa
ACC002019,CLI01474,Corrente,6110.37,2024-10-08 13:00:25,Ativa
ACC002020,CLI01475,Corrente,1560.35,2023-01-30 06:36:09,Ativa
ACC002021,CLI01475,Poupança,1869.96,2023-01-30 06:36:09,Ativa
ACC002022,CLI01476,Corrente,436.87,2023-06-07 03:05:34,Encerrada
ACC002023,CLI01477,Corrente,5989.13,2023-09-04 11:16:40,Ativa
ACC002024,CLI01478,Corrente,1904.25,2024-02-16 01:13:43,Ativa
ACC002025,CLI01478,Poupança,2880.23,2024-02-16 01:13:43,Ativa
ACC002026,CLI01479,Corrente,699.2,2023-07-02 12:54:09,Ativa
ACC002027,CLI01480,Corrente,9649.39,2023-09-10 00:16:57,Ativa
ACC002028,CLI01480,Poupança,724.96,2023-09-10 00:16:57,Ativa
ACC002029,CLI01480,Investimento,14261.57,2023-09-10 00:16:57,Ativa
ACC002030,CLI01481,Corrente,391.52,2024-02-01 06:58:23,Ativa
ACC002031,CLI01482,Corrente,2508.02,2023-04-11 02:48:40,Ativa
ACC002032,CLI01483,Corrente,11288.9,2023-08-27 07:56:09,Ativa
ACC002033,CLI01484,Corrente,638.94,2023-09-09 15:21:41,Ativa
ACC002034,CLI01485,Corrente,1997.78,2024-02-12 14:49:47,Ativa
ACC002035,CLI01486,Corrente,7249.93,2023-08-16 07:43:49,Ativa
ACC002036,CLI01487,Corrente,120.71,2024-09-17 13:27:36,Encerrada
ACC002037,CLI01488,Corrente,1066.76,2024-04-29 17:28:05,Ativa
ACC002038,CLI01489,Corrente,7058.9,2023-01-19 19:35:38,Ativa
ACC002039,CLI01489,Poupança,342.36,2023-01-19 19:35:38,Ativa
ACC002040,CLI01490,Corrente,942.33,2023-07-22 05:06:06,Ativa
ACC002041,CLI01490,Poupança,919.01,2023-07-22 05:06:06,Ativa
ACC002042,CLI01491,Corrente,1411.23,2023-03-12 02:05:05,Ativa
ACC002043,CLI01492,Corrente,1030.4,2023-04-04 22:17:39,Ativa
ACC002044,CLI01492,Poupança,162.47,2023-04-04 22:17:39,Ativa
ACC002045,CLI01493,Corrente,1613.32,2023-01-23 17:34:05,Ativa
ACC002046,CLI01493,Poupança,2387.87,2023-01-23 17:34:05,Ativa
ACC002047,CLI01494,Corrente,1433.84,2024-05-25 11:58:26,Ativa
ACC002048,CLI01494,Poupança,2550.88,2024-05-25 11:58:26,Ativa
ACC002049,CLI01495,Corrente,2002.07,2023-07-09 22:12:18,Ativa
ACC002050,CLI01496,Corrente,344.33,2023-12-26 15:27:25,Ativa
ACC002051,CLI01497,Corrente,1260.14,2023-07-17 04:58:08,Ativa
ACC002052,CLI01498,Corrente,2072.85,2023-05-16 09:45:26,Ativa
ACC002053,CLI01498,Poupança,1360.21,2023-05-16 09:45:26,Ativa
ACC002054,CLI01498,Investimento,301.46,2023-05-16 09:45:26,Ativa
ACC002055,CLI01499,Corrente,7845.81,2024-11-26 11:08:37,Ativa
ACC002056,CLI01499,Poupança,563.08,2024-11-26 11:08:37,Ativa
ACC002057,CLI01499,Investimento,407.22,2024-11-26 11:08:37,Ativa
ACC002058,CLI01500,Corrente,1898.81,2023-11-05 11:04:16,Ativa
ACC002059,CLI01500,Poupança,1237.8,2023-11-05 11:04:16,Ativa
ACC002060,CLI01501,Corrente,3720.93,2024-06-16 20:14:16,Ativa
ACC002061,CLI01501,Poupança,5152.23,2024-06-16 20:14:16,Ativa
ACC002062,CLI01501,Investimento,4292.73,2024-06-16 20:14:16,Ativa
ACC002063,CLI01502,Corrente,1804.18,2024-02-20 12:55:42,Ativa
ACC002064,CLI01502,Poupança,3512.06,2024-02-20 12:55:42,Ativa
ACC002065,CLI01503,Corrente,278.1,2024-03-21 17:22:57,Encerrada
ACC002066,CLI01504,Corrente,6722.62,2024-07-20 19:50:23,Ativa
ACC002067,CLI01505,Corrente,101.72,2023-06-02 11:54:18,Ativa
ACC002068,CLI01506,Corrente,333.58,2024-05-06 21:23:38,Ativa
ACC002069,CLI01506,Poupança,36.58,2024-05-06 21:23:38,Ativa
ACC002070,CLI01507,Corrente,22799.8,2024-08-22 03:30:27,Ativa
ACC002071,CLI01508,Corrente,2338.91,2023-01-25 18:58:57,Encerrada
ACC002072,CLI01509,Corrente,596.11,2023-10-23 09:00:00,Ativa
ACC002073,CLI01510,Corrente,3808.99,2023-01-18 15:20:04,Ativa
ACC002074,CLI01510,Poupança,7718.98,2023-01-18 15:20:04,Ativa
ACC002075,CLI01511,Corrente,1276.78,2023-10-19 17:15:41,Encerrada
ACC002076,CLI01512,Corrente,629.04,2024-08-28 05:41:34,Ativa
ACC002077,CLI01512,Poupança,2698.92,2024-08-28 05:41:34,Ativa
ACC002078,CLI01513,Corrente,3333.54,2024-03-02 23:03:25,Ativa
ACC002079,CLI01514,Corrente,4338.58,2024-01-10 06:22:50,Ativa
ACC002080,CLI01515,Corrente,7946.96,2024-04-26 02:54:53,Ativa
ACC002081,CLI01516,Corrente,431.61,2024-02-17 11:26:14,Ativa
ACC002082,CLI01517,Corrente,1860.92,2023-04-07 20:28:38,Ativa
ACC002083,CLI01518,Corrente,651.7,2024-04-03 08:41:17,Ativa
ACC002084,CLI01519,Corrente,1120.32,2024-09-21 05:07:52,Ativa
ACC002085,CLI01520,Corrente,731.19,2024-09-18 02:43:56,Ativa
ACC002086,CLI01521,Corrente,3292.11,2023-02-03 02:33:30,Ativa
ACC002087,CLI01522,Corrente,1118.46,2023-06-01 20:07:06,Encerrada
ACC002088,CLI01522,Poupança,17483.42,2023-06-01 20:07:06,Encerrada
ACC002089,CLI01523,Corrente,7367.36,2024-02-17 04:51:20,Ativa
ACC002090,CLI01524,Corrente,512.22,2024-02-17 23:27:05,Ativa
ACC002091,CLI01525,Corrente,787.19,2023-09-17 05:47:16,Ativa
ACC002092,CLI01526,Corrente,3611.48,2023-03-03 07:25:31,Ativa
ACC002093,CLI01527,Corrente,5575.26,2023-03-19 19:15:05,Ativa
ACC002094,CLI01528,Corrente,7821.03,2023-07-15 23:31:22,Ativa
ACC002095,CLI01528,Poupança,1101.88,2023-07-15 23:31:22,Encerrada
ACC002096,CLI01529,Corrente,1152.97,2023-07-13 15:06:43,Ativa
ACC002097,CLI01529,Poupança,7660.67,2023-07-13 15:06:43,Ativa
ACC002098,CLI01530,Corrente,934.99,2023-08-20 04:12:14,Ativa
ACC002099,CLI01531,Corrente,2524.62,2024-06-16 04:13:41,Ativa
ACC002100,CLI01531,Poupança,2179.16,2024-06-16 04:13:41,Ativa
ACC002101,CLI01532,Corrente,500.24,2023-08-11 15:38:13,Ativa
ACC002102,CLI01532,Poupança,5763.56,2023-08-11 15:38:13,Ativa
ACC002103,CLI01532,Investimento,3541.61,2023-08-11 15:38:13,Ativa
ACC002104,CLI01533,Corrente,166.74,2024-02-05 07:31:50,Ativa
ACC002105,CLI01534,Corrente,2522.25,2023-12-01 14:27:06,Ativa
ACC002106,CLI01535,Corrente,715.11,2023-11-16 00:47:03,Ativa
ACC002107,CLI01536,Corrente,6744.55,2024-01-27 19:45:20,Ativa
ACC002108,CLI01536,Poupança,319.1,2024-01-27 19:45:20,Ativa
ACC002109,CLI01537,Corrente,1178.77,2024-01-30 17:51:39,Ativa
ACC002110,CLI01538,Corrente,2791.77,2024-11-14 15:41:40,Ativa
ACC002111,CLI01539,Corrente,1929.87,2023-01-20 22:57:04,Ativa
ACC002112,CLI01540,Corrente,4516.76,2024-04-07 16:17:14,Ativa
ACC002113,CLI01540,Poupança,3159.55,2024-04-07 16:17:14,Encerrada
ACC002114,CLI01541,Corrente,379.85,2024-01-28 00:02:31,Ativa
ACC002115,CLI01542,Corrente,3395.39,2023-07-20 21:36:44,Encerrada
ACC002116,CLI01542,Poupança,9243.37,2023-07-20 21:36:44,Ativa
ACC002117,CLI01543,Corrente,387.21,2024-06-07 15:51:29,Ativa
ACC002118,CLI01544,Corrente,919.41,2024-05-12 02:26:20,Ativa
ACC002119,CLI01544,Poupança,12179.09,2024-05-12 02:26:20,Ativa
ACC002120,CLI01545,Corrente,9533.1,2023-07-26 07:58:33,Ativa
ACC002121,CLI01545,Poupança,859.61,2023-07-26 07:58:33,Ativa
ACC002122,CLI01546,Corrente,61.44,2023-10-04 04:19:50,Ativa
ACC002123,CLI01547,Corrente,1400.76,2023-11-07 18:58:26,Ativa
ACC002124,CLI01547,Poupança,1280.18,2023-11-07 18:58:26,Ativa
ACC002125,CLI01548,Corrente,1339.8,2024-08-07 18:59:06,Ativa
ACC002126,CLI01548,Poupança,3409.25,2024-08-07 18:59:06,Ativa
ACC002127,CLI01549,Corrente,5174.28,2024-10-06 10:39:33,Ativa
ACC002128,CLI01550,Corrente,5933.44,2023-11-13 14:49:13,Ativa
ACC002129,CLI01551,Corrente,3086.68,2024-06-27 23:07:47,Ativa
ACC002130,CLI01552,Corrente,208.32,2024-05-20 02:12:18,Ativa
ACC002131,CLI01552,Poupança,1200.58,2024-05-20 02:12:18,Ativa
ACC002132,CLI01552,Investimento,28707.33,2024-05-20 02:12:18,Ativa
ACC002133,CLI01553,Corrente,2832.91,2024-08-03 14:48:59,Ativa
ACC002134,CLI01554,Corrente,2811.25,2024-07-20 14:36:01,Ativa
ACC002135,CLI01555,Corrente,2783.27,2023-03-23 05:37:45,Ativa
ACC002136,CLI01556,Corrente,2976.36,2024-04-24 13:17:39,Ativa
ACC002137,CLI01556,Poupança,103.57,2024-04-24 13:17:39,Ativa
ACC002138,CLI01557,Corrente,1356.37,2024-11-24 05:50:17,Ativa
ACC002139,CLI01558,Corrente,1727.67,2023-02-15 12:09:39,Ativa
ACC002140,CLI01559,Corrente,8415.2,2024-06-14 07:40:54,Encerrada
ACC002141,CLI01560,Corrente,452.33,2024-03-25 22:21:14,Ativa
ACC002142,CLI01561,Corrente,1860.15,2023-04-16 13:06:45,Ativa
ACC002143,CLI01562,Corrente,497.18,2023-12-02 00:45:37,Ativa
ACC002144,CLI01562,Poupança,8166.7,2023-12-02 00:45:37,Ativa
ACC002145,CLI01563,Corrente,4110.53,2023-12-11 03:54:33,Ativa
ACC002146,CLI01563,Poupança,3992.44,2023-12-11 03:54:33,Ativa
ACC002147,CLI01564,Corrente,6546.09,2023-04-12 15:19:46,Ativa
ACC002148,CLI01565,Corrente,2890.92,2023-11-04 23:06:59,Ativa
ACC002149,CLI01566,Corrente,3484.79,2023-08-17 10:39:04,Ativa
ACC002150,CLI01566,Poupança,10113.62,2023-08-17 10:39:04,Ativa
ACC002151,CLI01567,Corrente,1538.53,2023-01-22 13:16:37,Encerrada
ACC002152,CLI01568,Corrente,3737.37,2024-02-21 23:37:03,Encerrada
ACC002153,CLI01569,Corrente,27204.58,2024-11-16 10:35:32,Ativa
ACC002154,CLI01570,Corrente,4806.82,2023-03-28 03:28:11,Ativa
ACC002155,CLI01570,Poupança,1630.77,2023-03-28 03:28:11,Ativa
ACC002156,CLI01571,Corrente,2483.56,2024-11-03 22:50:10,Ativa
ACC002157,CLI01571,Poupança,1763.05,2024-11-03 22:50:10,Ativa
ACC002158,CLI01572,Corrente,2387.59,2024-06-05 18:18:40,Ativa
ACC002159,CLI01573,Corrente,1120.12,2024-05-22 01:28:12,Encerrada
ACC002160,CLI01574,Corrente,3274.25,2024-02-22 07:22:51,Ativa
ACC002161,CLI01574,Poupança,6125.39,2024-02-22 07:22:51,Ativa
ACC002162,CLI01574,Investimento,3838.33,2024-02-22 07:22:51,Ativa
ACC002163,CLI01575,Corrente,3527.47,2024-06-11 00:29:46,Encerrada
ACC002164,CLI01576,Corrente,681.55,2024-05-23 19:06:23,Encerrada
ACC002165,CLI01576,Poupança,785.72,2024-05-23 19:06:23,Encerrada
ACC002166,CLI01577,Corrente,3046.87,2024-09-07 19:21:03,Ativa
ACC002167,CLI01577,Poupança,4327.84,2024-09-07 19:21:03,Ativa
ACC002168,CLI01577,Investimento,152.68,2024-09-07 19:21:03,Ativa
ACC002169,CLI01578,Corrente,6183.17,2024-10-28 07:16:05,Ativa
ACC002170,CLI01578,Poupança,7146.58,2024-10-28 07:16:05,Ativa
ACC002171,CLI01578,Investimento,53.69,2024-10-28 07:16:05,Ativa
ACC002172,CLI01579,Corrente,8352.68,2024-10-16 10:27:35,Ativa
ACC002173,CLI01580,Corrente,6202.72,2023-06-13 07:38:33,Ativa
ACC002174,CLI01581,Corrente,1276.58,2024-06-17 00:26:54,Ativa
ACC002175,CLI01582,Corrente,432.6,2024-11-09 23:01:43,Ativa
ACC002176,CLI01583,Corrente,661.62,2023-09-02 06:44:37,Ativa
ACC002177,CLI01584,Corrente,727.62,2023-03-11 13:10:42,Ativa
ACC002178,CLI01584,Poupança,8771.54,2023-03-11 13:10:42,Ativa
ACC002179,CLI01585,Corrente,1054.85,2023-05-07 09:34:56,Ativa
ACC002180,CLI01586,Corrente,5358.22,2023-05-14 21:48:54,Ativa
ACC002181,CLI01587,Corrente,1559.35,2023-06-28 15:52:23,Ativa
ACC002182,CLI01588,Corrente,1004.05,2024-01-30 12:22:27,Ativa
ACC002183,CLI01588,Poupança,6420.4,2024-01-30 12:22:27,Ativa
ACC002184,CLI01589,Corrente,965.52,2024-09-10 22:32:21,Ativa
ACC002185,CLI01590,Corrente,1718.25,2023-08-03 15:47:26,Ativa
ACC002186,CLI01591,Corrente,3321.51,2023-06-04 05:20:50,Ativa
ACC002187,CLI01592,Corrente,3478.34,2024-10-09 20:35:09,Ativa
ACC002188,CLI01592,Poupança,5241.4,2024-10-09 20:35:09,Ativa
ACC002189,CLI01593,Corrente,2329.36,2023-11-02 05:48:56,Encerrada
ACC002190,CLI01594,Corrente,1094.55,2024-04-04 10:00:37,Ativa
ACC002191,CLI01595,Corrente,1551.3,2023-06-07 03:11:03,Ativa
ACC002192,CLI01596,Corrente,1449.4,2023-01-12 23:34:23,Ativa
ACC002193,CLI01597,Corrente,7687.13,2023-02-26 10:15:14,Ativa
ACC002194,CLI01598,Corrente,1835.04,2023-07-03 21:17:39,Encerrada
ACC002195,CLI01598,Poupança,1808.29,2023-07-03 21:17:39,Ativa
ACC002196,CLI01599,Corrente,4652.25,2023-03-03 02:18:56,Ativa
ACC002197,CLI01599,Poupança,224.51,2023-03-03 02:18:56,Ativa
ACC002198,CLI01600,Corrente,1175.99,2023-04-02 11:33:04,Ativa
ACC002199,CLI01600,Poupança,1422.38,2023-04-02 11:33:04,Ativa
ACC002200,CLI01601,Corrente,4409.36,2024-06-06 17:08:58,Ativa
ACC002201,CLI01602,Corrente,150.76,2023-05-07 09:17:53,Ativa
ACC002202,CLI01603,Corrente,1899.63,2023-04-13 10:36:51,Ativa
ACC002203,CLI01604,Corrente,3348.98,2024-03-24 22:17:17,Encerrada
ACC002204,CLI01605,Corrente,817.47,2023-02-11 01:01:48,Encerrada
ACC002205,CLI01606,Corrente,753.34,2023-03-11 02:19:24,Ativa
ACC002206,CLI01607,Corrente,1107.54,2024-02-26 04:10:41,Ativa
ACC002207,CLI01608,Corrente,770.6,2023-01-01 19:07:13,Encerrada
ACC002208,CLI01609,Corrente,4106.56,2024-10-31 16:28:22,Ativa
ACC002209,CLI01610,Corrente,3781.05,2023-01-12 10:08:12,Ativa
ACC002210,CLI01610,Poupança,267.07,2023-01-12 10:08:12,Ativa
ACC002211,CLI01610,Investimento,1106.77,2023-01-12 10:08:12,Ativa
ACC002212,CLI01611,Corrente,288.5,2023-04-20 09:37:12,Ativa
ACC002213,CLI01611,Poupança,4548.23,2023-04-20 09:37:12,Ativa
ACC002214,CLI01612,Corrente,1207.77,2023-08-05 17:28:08,Ativa
ACC002215,CLI01612,Poupança,3484.57,2023-08-05 17:28:08,Ativa
ACC002216,CLI01613,Corrente,8098.59,2024-08-21 11:23:27,Ativa
ACC002217,CLI01613,Poupança,8264.4,2024-08-21 11:23:27,Ativa
ACC002218,CLI01614,Corrente,530.32,2023-05-23 06:38:45,Ativa
ACC002219,CLI01615,Corrente,2621.11,2023-02-16 23:20:41,Ativa
ACC002220,CLI01616,Corrente,6944.27,2023-07-15 05:53:37,Ativa
ACC002221,CLI01616,Poupança,4170.42,2023-07-15 05:53:37,Ativa
ACC002222,CLI01617,Corrente,4695.67,2023-04-18 02:38:15,Encerrada
ACC002223,CLI01617,Poupança,6778.18,2023-04-18 02:38:15,Encerrada
ACC002224,CLI01618,Corrente,658.65,2023-03-04 04:27:24,Ativa
ACC002225,CLI01619,Corrente,3910.3,2023-09-10 02:05:46,Ativa
ACC002226,CLI01619,Poupança,3669.83,2023-09-10 02:05:46,Encerrada
ACC002227,CLI01620,Corrente,3335.47,2023-10-29 06:59:04,Ativa
ACC002228,CLI01621,Corrente,2659.3,2023-11-12 10:40:46,Ativa
ACC002229,CLI01622,Corrente,589.17,2023-09-01 16:40:05,Ativa
ACC002230,CLI01622,Poupança,2908.26,2023-09-01 16:40:05,Ativa
ACC002231,CLI01623,Corrente,19427.65,2023-06-16 16:24:40,Ativa
ACC002232,CLI01623,Poupança,340.97,2023-06-16 16:24:40,Ativa
ACC002233,CLI01624,Corrente,4342.16,2024-10-10 08:56:01,Ativa
ACC002234,CLI01625,Corrente,5051.74,2023-06-29 02:41:18,Ativa
ACC002235,CLI01626,Corrente,2300.75,2024-11-27 22:11:01,Encerrada
ACC002236,CLI01627,Corrente,572.67,2024-02-26 13:47:58,Ativa
ACC002237,CLI01628,Corrente,1831.36,2023-07-09 05:36:38,Ativa
ACC002238,CLI01629,Corrente,3002.3,2024-03-18 06:16:56,Ativa
ACC002239,CLI01630,Corrente,204.48,2023-02-04 05:52:31,Ativa
ACC002240,CLI01631,Corrente,235.06,2024-06-26 20:14:25,Ativa
ACC002241,CLI01631,Poupança,4371.31,2024-06-26 20:14:25,Ativa
ACC002242,CLI01632,Corrente,912.12,2023-05-05 19:17:39,Ativa
ACC002243,CLI01633,Corrente,3053.74,2023-03-24 03:39:21,Ativa
ACC002244,CLI01634,Corrente,2073.68,2023-03-15 23:34:06,Encerrada
ACC002245,CLI01635,Corrente,1778.38,2024-02-01 11:13:50,Ativa
ACC002246,CLI01635,Poupança,707.12,2024-02-01 11:13:50,Ativa
ACC002247,CLI01636,Corrente,1403.82,2023-08-07 17:12:57,Ativa
ACC002248,CLI01637,Corrente,1164.03,2024-04-05 22:08:00,Ativa
ACC002249,CLI01637,Poupança,1230.07,2024-04-05 22:08:00,Ativa
ACC002250,CLI01638,Corrente,1072.54,2024-11-18 04:49:44,Encerrada
ACC002251,CLI01638,Poupança,5467.67,2024-11-18 04:49:44,Encerrada
ACC002252,CLI01639,Corrente,1547.28,2023-12-12 13:51:59,Encerrada
ACC002253,CLI01639,Poupança,5043.89,2023-12-12 13:51:59,Ativa
ACC002254,CLI01640,Corrente,3433.59,2024-04-17 05:50:14,Ativa
ACC002255,CLI01640,Poupança,4775.4,2024-04-17 05:50:14,Ativa
ACC002256,CLI01641,Corrente,2579.15,2023-12-03 21:24:13,Ativa
ACC002257,CLI01642,Corrente,218.1,2024-11-15 01:53:44,Ativa
ACC002258,CLI01643,Corrente,2530.49,2024-08-23 12:07:28,Ativa
ACC002259,CLI01644,Corrente,2069.06,2024-03-27 23:06:45,Ativa
ACC002260,CLI01645,Corrente,6222.01,2024-01-06 07:40:31,Ativa
ACC002261,CLI01645,Poupança,1591.83,2024-01-06 07:40:31,Ativa
ACC002262,CLI01646,Corrente,1021.02,2023-03-10 21:07:29,Encerrada
ACC002263,CLI01647,Corrente,2206.63,2024-06-28 13:27:57,Ativa
ACC002264,CLI01647,Poupança,5977.48,2024-06-28 13:27:57,Ativa
ACC002265,CLI01647,Investimento,5253.91,2024-06-28 13:27:57,Ativa
ACC002266,CLI01648,Corrente,2763.0,2023-12-07 21:48:49,Ativa
ACC002267,CLI01648,Poupança,3712.91,2023-12-07 21:48:49,Ativa
ACC002268,CLI01649,Corrente,8316.83,2024-11-19 10:29:54,Ativa
ACC002269,CLI01649,Poupança,1510.27,2024-11-19 10:29:54,Ativa
ACC002270,CLI01649,Investimento,474.14,2024-11-19 10:29:54,Ativa
ACC002271,CLI01650,Corrente,8615.82,2023-11-06 01:05:20,Encerrada
ACC002272,CLI01651,Corrente,957.44,2023-10-21 16:40:10,Ativa
ACC002273,CLI01651,Poupança,789.65,2023-10-21 16:40:10,Encerrada
ACC002274,CLI01651,Investimento,209.47,2023-10-21 16:40:10,Encerrada
ACC002275,CLI01652,Corrente,734.87,2023-10-28 16:03:19,Encerrada
ACC002276,CLI01653,Corrente,3662.44,2024-11-18 05:49:55,Ativa
ACC002277,CLI01654,Corrente,1132.12,2024-09-16 15:02:11,Ativa
ACC002278,CLI01655,Corrente,1700.41,2023-06-02 12:10:35,Ativa
ACC002279,CLI01655,Poupança,8761.75,2023-06-02 12:10:35,Ativa
ACC002280,CLI01656,Corrente,536.47,2023-05-28 09:37:13,Ativa
ACC002281,CLI01656,Poupança,14779.69,2023-05-28 09:37:13,Ativa
ACC002282,CLI01657,Corrente,411.34,2024-05-31 21:09:33,Ativa
ACC002283,CLI01658,Corrente,5684.91,2024-01-18 22:02:33,Ativa
ACC002284,CLI01659,Corrente,1021.52,2023-10-23 08:40:36,Ativa
ACC002285,CLI01659,Poupança,605.98,2023-10-23 08:40:36,Ativa
ACC002286,CLI01659,Investimento,8780.21,2023-10-23 08:40:36,Ativa
ACC002287,CLI01660,Corrente,1994.41,2023-07-03 04:34:00,Encerrada
ACC002288,CLI01661,Corrente,1904.9,2024-07-12 06:48:22,Ativa
ACC002289,CLI01662,Corrente,1176.06,2024-07-13 16:03:46,Ativa
ACC002290,CLI01662,Poupança,186.08,2024-07-13 16:03:46,Ativa
ACC002291,CLI01663,Corrente,78316.02,2024-07-19 13:23:28,Ativa
ACC002292,CLI01664,Corrente,1510.96,2023-01-18 04:27:31,Ativa
ACC002293,CLI01664,Poupança,6288.47,2023-01-18 04:27:31,Ativa
ACC002294,CLI01665,Corrente,409.2,2024-04-07 21:12:41,Ativa
ACC002295,CLI01666,Corrente,5976.95,2024-11-06 20:07:59,Encerrada
ACC002296,CLI01667,Corrente,16799.58,2024-03-29 05:37:25,Ativa
ACC002297,CLI01667,Poupança,130.04,2024-03-29 05:37:25,Ativa
ACC002298,CLI01667,Investimento,1185.99,2024-03-29 05:37:25,Ativa
ACC002299,CLI01668,Corrente,4858.24,2023-06-20 21:17:49,Ativa
ACC002300,CLI01669,Corrente,1770.48,2023-04-21 08:43:34,Encerrada
ACC002301,CLI01670,Corrente,1732.1,2023-05-17 20:56:42,Ativa
ACC002302,CLI01671,Corrente,1285.67,2023-05-08 01:44:13,Ativa
ACC002303,CLI01672,Corrente,3405.28,2023-11-30 23:18:33,Ativa
ACC002304,CLI01673,Corrente,3732.49,2024-05-03 18:59:53,Ativa
ACC002305,CLI01674,Corrente,246.69,2023-04-29 01:10:10,Ativa
ACC002306,CLI01675,Corrente,2011.4,2024-04-14 07:23:23,Ativa
ACC002307,CLI01676,Corrente,33630.28,2023-06-03 21:08:33,Ativa
ACC002308,CLI01677,Corrente,364.3,2024-10-26 19:58:29,Ativa
ACC002309,CLI01678,Corrente,1631.9,2024-06-22 10:39:02,Ativa
ACC002310,CLI01679,Corrente,18584.73,2024-01-03 22:03:41,Ativa
ACC002311,CLI01680,Corrente,6802.26,2023-01-27 23:56:38,Ativa
ACC002312,CLI01681,Corrente,976.45,2023-04-04 19:44:52,Ativa
ACC002313,CLI01682,Corrente,2315.46,2023-10-03 03:09:12,Ativa
ACC002314,CLI01683,Corrente,1803.47,2023-07-20 14:30:50,Ativa
ACC002315,CLI01684,Corrente,736.8,2023-05-06 08:26:58,Ativa
ACC002316,CLI01685,Corrente,1653.91,2024-05-31 12:34:26,Ativa
ACC002317,CLI01686,Corrente,1292.12,2024-05-24 14:23:55,Ativa
ACC002318,CLI01687,Corrente,2069.99,2024-01-17 23:22:29,Encerrada
ACC002319,CLI01688,Corrente,8575.6,2024-11-21 02:26:31,Encerrada
ACC002320,CLI01689,Corrente,698.74,2023-10-27 21:43:47,Ativa
ACC002321,CLI01689,Poupança,1995.49,2023-10-27 21:43:47,Ativa
ACC002322,CLI01690,Corrente,1214.5,2024-05-27 09:28:48,Ativa
ACC002323,CLI01691,Corrente,4468.92,2024-06-04 19:29:49,Ativa
ACC002324,CLI01692,Corrente,1495.2,2023-02-16 18:10:27,Ativa
ACC002325,CLI01693,Corrente,17011.41,2024-01-21 08:32:28,Encerrada
ACC002326,CLI01694,Corrente,1799.57,2024-03-16 00:52:30,Ativa
